No.,Name,Type 1,Type 2,HP,Strength,Max Strength,Dexterity,Max Dexterity,Vitality,Max Vitality,Special,Max Special,Insight,Max Insight,Ability 1,Ability 2,Hidden Ability,Event Abilities,Unevolved?,Has a form?,Recommended Rank,Gender Type,Tough,Beauty,Cool,Cute,Clever,Brawl,Channel,Clash,Evasion,Alert,Athletic,Nature,Stealth,Allure,Etiquette,Intimidate,Perform
1194,Delta Golett,Fighting,Steel,3,2,5,1,3,2,4,1,3,2,5,Iron Fist,Battle Armor,Guts,,Yes,,Amateur,N,,,,,,,,,,,,,,,,,
1195,Delta Golurk,Fighting,Steel,4,3,7,2,4,2,5,2,4,2,5,Iron Fist,Battle Armor,Guts,,,,Pro,N,,,,,,,,,,,,,,,,,
1196,Delta Heatmor,Steel,Poison,4,3,6,3,6,2,4,2,4,2,4,Liquid Ooze,Sheer Force,Mega Launcher,,,,Amateur,,,,,,,,,,,,,,,,,,
1197,Delta Deino,Ground,Poison,3,2,4,1,3,2,4,2,4,2,4,Venomous,,,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
1198,Delta Zweilous,Ground,Poison,4,2,5,2,4,2,5,2,4,2,5,Venomous,,,,Yes,,Ace,,,,,,,,,,,,,,,,,,
1199,Delta Hydreigon,Ground,Poison,5,3,6,3,6,2,5,3,7,2,4,Intoxicate,,,,,,Pro,,,,,,,,,,,,,,,,,,
1200,Delta Larvesta,Dark,Poison,3,2,5,2,4,2,4,2,4,2,4,Defiant,,Absolution,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
1201,Delta Volcarona,Dark,Poison,4,2,4,3,6,2,4,3,7,3,6,Levitate,,Absolution,,,,Pro,,,,,,,,,,,,,,,,,,
1202,Delta Amaura,Grass,Water,3,2,4,2,4,2,4,2,4,2,4,Friend Guard,,Phototroph,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1203,Delta Aurorus,Grass,Water,6,2,5,2,4,2,5,3,6,2,5,Friend Guard,,Phototroph,,,,Ace,,,,,,,,,,,,,,,,,,
1204,Delta Goomy,Ground,Water,3,2,4,1,3,1,3,2,4,2,5,Overcoat,Water Absorb,Gooey,,Yes,,Starter,,,,,,,,,,,,,,,,,,
1205,Delta Sliggoo,Ground,Water,4,2,5,2,4,2,4,2,5,3,6,Overcoat,Water Absorb,Gooey,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1206,Delta Goodra,Ground,Water,6,3,6,2,5,2,5,3,6,3,7,Overcoat,Water Absorb,Gooey,,,,Amateur,,,,,,,,,,,,,,,,,,
1207,Delta Regirock,Ground,,4,6,6,4,4,10,10,4,4,6,6,Clear Body,,Sturdy,,,,Master,N,,,,,,,,,,,,,,,,,
1208,Delta Regice,Water,,4,4,4,4,4,6,6,6,6,10,10,Clear Body,,Ice Body,,,,Master,N,,,,,,,,,,,,,,,,,
1209,Delta Registeel,Fire,,4,5,5,4,4,8,8,5,5,8,8,Clear Body,,Light Metal,,,,Master,N,,,,,,,,,,,,,,,,,
1210,Delta Meloetta,Dark,Fairy,5,5,5,5,5,5,5,7,7,7,7,Serene Grace,,,,,Yes,Master,N,,,,,,,,,,,,,,,,,
1211,Delta Hoopa,Flying,,4,6,6,5,5,4,4,8,8,7,7,Magician,,,,,Yes,Pro,N,,,,,,,,,,,,,,,,,
